,title,tags,movie_id
4336,Rocket Singh: Salesman of the Year,"rocket singh - salesman year sometim thoughtless, sometim thought stori fresh graduat tri find balanc between madden demand 'professional' way, way hi heart - stumbl upon crazi way which turn hi world upsid down, hi career right side up. welcom world sale boss! drama comedi romanc ambit bollywood busi india strugglingcar ranbirkapoor sumeetdarshandobh gauharkhan rocket singh - salesman year sometim thoughtless, sometim thought stori fresh graduat tri find balanc between madden demand 'professional' way, way hi heart - stumbl upon crazi way which turn hi world upsid down, hi career right side up. welcom world sale boss!",26815
4337,Silent Running,"futur earth barren all flora fauna, planet' ecosystem exist onli larg pod attach spacecraft. when word come that pod are jettison into space destroy so that spacecraft can reus for commerci purposes, most crew valley forg rejoic at prospect go home. not so for botanist freeman lowel who love forest it creatures, so decid take matter into hi own hand protect what he loves. adventur drama sciencefict spacemarin sunlight plant spacetravel saturn biotop greenhous dystopia space food robot spacest brucedern cliffpott ronrifkin futur earth barren all flora fauna, planet' ecosystem exist onli larg pod attach spacecraft. when word come that pod are jettison into space destroy so that spacecraft can reus for commerci purposes, most crew valley forg rejoic at prospect go home. not so for botanist freeman lowel who love forest it creatures, so decid take matter into hi own hand protect what he loves.",811
4338,Rocky,"when world heavyweight box champion, apollo creed want give unknown fighter shot at titl public stunt, hi handler choos palooka rocki balboa, uneduc collector for philadelphia loan shark. rocki team up with trainer mickey goldmil make most thi onc lifetim break. drama underdog philadelphia transport italo-american fight loveofone'slif public boxer independ boxingmatch train lover surpris worldchampion amateur victori sylvesterstallon taliashir burtyoung when world heavyweight box champion, apollo creed want give unknown fighter shot at titl public stunt, hi handler choos palooka rocki balboa, uneduc collector for philadelphia loan shark. rocki team up with trainer mickey goldmil make most thi onc lifetim break.",1366
4339,The Sleepwalker,"young couple, kaia andrew, are renov kaia' seclud famili estate. their live are violent interrupt when unexpect guest arrive. sleepwalk chronicl unravel live four dispar charact transcend genr convent narr contriv reveal someth much more disturbing. drama womandirector youngcoupl seclud familyest christopherabbott bradycorbet stephanieelli young couple, kaia andrew, are renov kaia' seclud famili estate. their live are violent interrupt when unexpect guest arrive. sleepwalk chronicl unravel live four dispar charact transcend genr convent narr contriv reveal someth much more disturbing.",244776
4340,Tom Jones,tom love sophi sophi love tom. tom sophi are differ classes. can they find way through mayhem true love? adventur comedi histori romanc fromragstorich tutor squir albertfinney susannahyork hughgriffith tom love sophi sophi love tom. tom sophi are differ classes. can they find way through mayhem true love?,5769
4341,Unfriended,"while video chat one night, six high school friend receiv skype messag classmat who kill herself exactli one year ago. first they think it' prank, when girl start reveal friends' darkest secrets, they realiz they are deal with someth out thi world, someth that want them dead. told entir young girl' comput desktop, unfriend redefin 'found footage' for new gener teens. horror thriller comput bulli reveng internet teenag violenc internetchat humili death extramaritalaffair vengefulghost computerscreen ghost onenight foundfootag skype facebook blender shelleyhennig mosesjacobstorm reneeolstead while video chat one night, six high school friend receiv skype messag classmat who kill herself exactli one year ago. first they think it' prank, when girl start reveal friends' darkest secrets, they realiz they are deal with someth out thi world, someth that want them dead. told entir young girl' comput desktop, unfriend redefin 'found footage' for new gener teens.",277685
4342,Taxi Driver,"mental unstabl vietnam war veteran work night-tim taxi driver new york citi where perceiv decad sleaz feed hi urg for violent action, attempt save preadolesc prostitut process. crime drama vietnamveteran taxi obsess drugdeal nightshift vigilant alien misanthrop shottodeath illegalprostitut loner robertdeniro cybillshepherd harveykeitel mental unstabl vietnam war veteran work night-tim taxi driver new york citi where perceiv decad sleaz feed hi urg for violent action, attempt save preadolesc prostitut process.",103
4343,The Howling,"after bizarr near fatal encount with serial killer, newswoman sent rehabilit center whose inhabit may not what they seem. drama horror insaneasylum werewolf newswoman patrickmacne dennisdugan christopherston after bizarr near fatal encount with serial killer, newswoman sent rehabilit center whose inhabit may not what they seem.",11298
4344,Dr. No,"film that launch jame bond saga, agent 007 battl mysteri dr. no, scientif geniu bent destroy u.s. space program. countdown disast begins, bond must go jamaica, where he encount beauti honey ryder, confront megalomaniac villain hi massiv island headquarters. adventur action thriller londonengland england assassin spi casino exoticisland cardgam spacemarin intellig jamaica secretbas secretmiss baccarat secretorgan secretintelligenceservic nuclearradi villain secretag atomicreactor seanconneri ursulaandress josephwiseman film that launch jame bond saga, agent 007 battl mysteri dr. no, scientif geniu bent destroy u.s. space program. countdown disast begins, bond must go jamaica, where he encount beauti honey ryder, confront megalomaniac villain hi massiv island headquarters.",646
4345,Chernobyl Diaries,"group six tourist look go off beaten path, hire 'extrem tour guide'. ignor warnings, he take them into citi pripyat, former home worker chernobyl nuclear reactor, desert town sinc disast more than 25 year earlier. after brief explor abandon city, group member find themselv stranded, onli discov that they are not alone. horror thriller radiat ukrain nuclearradi tourist nuclearpowerpl strand desertedtown pripyat jessemccartney jonathansadowski oliviataylordudley group six tourist look go off beaten path, hire 'extrem tour guide'. ignor warnings, he take them into citi pripyat, former home worker chernobyl nuclear reactor, desert town sinc disast more than 25 year earlier. after brief explor abandon city, group member find themselv stranded, onli discov that they are not alone.",93856
4346,Hellraiser,"larri hi wife, julia move into old hous discov hideou creatur - man' half-brother, who also woman' former lover - hide upstairs. have lost hi earthli bodi trio s&amp;m demons, cenobites, frank, brought back into exist by drop blood floor. he soon forc hi former mistress bring hi necessari human sacrific complet hi body... cenobit won't happi about this. horror underworld seduct supernatur pinhead reveng undead demon puzzlebox attic cenobit bodyhorror andrewrobinson clarehiggin ashleylaur larri hi wife, julia move into old hous discov hideou creatur - man' half-brother, who also woman' former lover - hide upstairs. have lost hi earthli bodi trio s&amp;m demons, cenobites, frank, brought back into exist by drop blood floor. he soon forc hi former mistress bring hi necessari human sacrific complet hi body... cenobit won't happi about this.",9003
4347,God's Not Dead 2,"when high school teacher ask question class about jesus, her reason respons land her deep troubl could expel god public squar onc for all. drama christian hayleyorrantia melissajoanhart jessemetcalf when high school teacher ask question class about jesus, her reason respons land her deep troubl could expel god public squar onc for all.",347126
4348,Cry_Wolf,"eight unsuspect high school senior at posh board school, who delight themselv play game lies, come face-to-fac with terror learn that nobodi believ liar - even when they'r tell truth. horror thriller murder serialkil student rumor julianmorri lindybooth jaredpadalecki eight unsuspect high school senior at posh board school, who delight themselv play game lies, come face-to-fac with terror learn that nobodi believ liar - even when they'r tell truth.",10092
4349,Godzilla 2000,godzilla save tokyo fli saucer that transform into beast orga. adventur horror action sciencefict japan monster flyingsauc godzilla citi kaiju takehiromurata naominishida mayusuzuki godzilla save tokyo fli saucer that transform into beast orga.,10643
4350,Blue Valentine,"dean cindi live quiet life modest neighborhood. they appear have world at their feet at outset relationship. however, hi lack ambit her retreat into self-absorpt caus potenti irrevers crack their marriage. drama romanc danc nurs depress classroom bridg marriag truck love dysfunctionalfamili children ryangosl michellewilliam mikevogel dean cindi live quiet life modest neighborhood. they appear have world at their feet at outset relationship. however, hi lack ambit her retreat into self-absorpt caus potenti irrevers crack their marriage.",46705
4351,Transamerica,bree about get sex chang oper that will final allow her actual what she’ alreadi been her mind for long time: transit woman. yet befor thi happen she suddenli run into her son who end up come for trip across unit states. drama individu gay newyork usa missionari fathersonrelationship sexualident transsexu runaway sexualabus waitress parentskidsrelationship drugaddict cocain women'ssexualident hustler newident motel therapist pornactor roadtrip independentfilm losangel transgend stolencar hitchhik felicityhuffman kevinzeg elizabethpeña bree about get sex chang oper that will final allow her actual what she’ alreadi been her mind for long time: transit woman. yet befor thi happen she suddenli run into her son who end up come for trip across unit states.,546
4352,The Devil Inside,"italy, woman becom involv seri unauthor exorc dure her mission discov what happen her mother, who allegedli murder three peopl dure her own exorcism. thriller horror rome exorc death demonicpossess foundfootag fernandaandrad simonquarterman evanhelmuth italy, woman becom involv seri unauthor exorc dure her mission discov what happen her mother, who allegedli murder three peopl dure her own exorcism.",76487
4353,Beyond the Valley of the Dolls,hip happenin' all girl rock group head la claim lead-sing kelly' inherit make (and make it) la. soon girl fall into morass drug deceit their record success soars. take sever tragedi make them stop think... too late? comedi drama thriller pop popstar music dollyread cynthiamy marciamcbroom hip happenin' all girl rock group head la claim lead-sing kelly' inherit make (and make it) la. soon girl fall into morass drug deceit their record success soars. take sever tragedi make them stop think... too late?,5722
4354,Love Me Tender,elvi prestley' first film civil war drama. drama action western music romanc civilwar richardegan debrapaget elvispresley elvi prestley' first film civil war drama.,39833
4355,An Inconvenient Truth,documentari al gore' campaign make issu global warm recogn problem worldwide. documentari climatechang greenhouseeffect climat earth globalwarm polit truth crisi natur environ scienc audienc algor billywest ronaldreagan documentari al gore' campaign make issu global warm recogn problem worldwide.,1781
4356,Sands of Iwo Jima,"relationship between sergeant stryker group rebelli recruit made difficult by sergeant' tough train tactics. at tarawa, leatherneck have chanc see stryker action, begin appreci him. action drama histori war sergeant iwojima johnwayn johnagar adelemara relationship between sergeant stryker group rebelli recruit made difficult by sergeant' tough train tactics. at tarawa, leatherneck have chanc see stryker action, begin appreci him.",18712
4357,Shine a Light,"martin scorses roll stone unit ""shine light,"" look at roll stones."" scorses film stone over two-day period at intim beacon theater new york citi fall 2006. cinematograph captur raw energi legendari band. documentari music newyork filmdirector legend song public rollingston rock guest musicvideo music concert theatremilieu perform mickjagg keithrichard charliewatt martin scorses roll stone unit ""shine light,"" look at roll stones."" scorses film stone over two-day period at intim beacon theater new york citi fall 2006. cinematograph captur raw energi legendari band.",7944
4358,The Green Inferno,"group student activist travel new york citi amazon save rainforest. however, onc they arriv thi vast green landscape, they soon discov that they are not alone… that no good deed goe unpunished. action adventur horror thriller chile gore jungl extremeviol cannib southamerica lorenzaizzo ariellevi skyferreira group student activist travel new york citi amazon save rainforest. however, onc they arriv thi vast green landscape, they soon discov that they are not alone… that no good deed goe unpunished.",171424
4359,Departure,"english mother her teenag son spend week prepar sale their remot holiday hous south france. fifteen-year-old elliot struggl with hi dawn sexual increas alien hi mother, beatrice. she turn confront by realis that her marriag hi father, philip, grown loveless life she know come end. when enigmat local teenager, clément, quietli enter their lives, both mother son are compel confront their desir and, finally, each other. drama romanc famili gay julietstevenson alexlawth phénixbrossard english mother her teenag son spend week prepar sale their remot holiday hous south france. fifteen-year-old elliot struggl with hi dawn sexual increas alien hi mother, beatrice. she turn confront by realis that her marriag hi father, philip, grown loveless life she know come end. when enigmat local teenager, clément, quietli enter their lives, both mother son are compel confront their desir and, finally, each other.",361475
4360,The Sessions,"though childhood bout with polio left depend iron lung, mark o'brien (john hawkes) maintain career journalist poet. write assign deal with sex disabl piqu mark' curiosity, he decid investig possibl experienc sex himself. when hi overtur toward caregiv scare her away, he book appoint with sex surrog cheryl green (helen hunt) lose hi virginity. drama romanc comedi cat virgin narrat wheelchair graduat sexualarous judaism poweroutag intim catholicchurch sexualawaken malevirgin womancri spongebath catholicpriest jealoushusband ironlung sexsurrog polio cryingwoman poliovictim jewishman truelifecharact gurney sexualpleasur pitysex jewishconvert handicapsex sexualexplor nakedwoman thriftstor johnhawk helenhunt williamh.maci though childhood bout with polio left depend iron lung, mark o'brien (john hawkes) maintain career journalist poet. write assign deal with sex disabl piqu mark' curiosity, he decid investig possibl experienc sex himself. when hi overtur toward caregiv scare her away, he book appoint with sex surrog cheryl green (helen hunt) lose hi virginity.",113947
4361,"Food, Inc.","documentari filmmak robert kenner examin how mammoth corpor have taken over all aspect food chain unit states, farm where our food grown chain restaur supermarket where it' sold. narrat by author activist eric schlosser, film featur interview with averag american about their dietari habits, commentari food expert like michael pollan unsettl footag shot insid large-scal anim process plants. documentari foodindustri monsanto organicfood sustain gricultur corn michaelpollan ericschloss richardlobb documentari filmmak robert kenner examin how mammoth corpor have taken over all aspect food chain unit states, farm where our food grown chain restaur supermarket where it' sold. narrat by author activist eric schlosser, film featur interview with averag american about their dietari habits, commentari food expert like michael pollan unsettl footag shot insid large-scal anim process plants.",18570
4362,October Baby,octob babi come age stori beauti naiv colleg freshman who discov that her entir life lie set out road trip with host misfit discov herself answer she craves. drama adopt colleg rachelhendrix jasonburkey robertamaya octob babi come age stori beauti naiv colleg freshman who discov that her entir life lie set out road trip with host misfit discov herself answer she craves.,83860
4363,Next Stop Wonderland,lightheart stori about man woman who seem destin together... hilari chain accid that seem determin keep them apart! comedi drama romanc independentfilm hopedavi philipseymourhoffman hollandtaylor lightheart stori about man woman who seem destin together... hilari chain accid that seem determin keep them apart!,41469
4364,The Skeleton Twins,"estrang twin maggi milo coincident cheat death same day, prompt them reunit confront reason their live went so wrong. twins' reunion reinvigor them, they realiz key fix their live may just lie repair their relationship. drama newyork adulteri confess brothersisterrelationship infidel bisexu reject cowardic reunion deathoffath motherdaughterrelationship lesbian inthecloset teacherstudentrelationship mothersonrelationship lgbt gayleadcharact gaybroth estrang fraternaltwin newag twinsynchron kristenwiig billhad lukewilson estrang twin maggi milo coincident cheat death same day, prompt them reunit confront reason their live went so wrong. twins' reunion reinvigor them, they realiz key fix their live may just lie repair their relationship.",244772
4365,Martha Marcy May Marlene,"after sever year live with cult, martha final escap call her estrang sister, lucy, for help. martha find herself at quiet connecticut home luci share with her new husband, ted, memori what she experienc cult make peac hard find. flashback continu torment her, martha fail shake terribl sens dread, especi regard cult' manipul leader. drama thriller sexualabus cult boundaryviol mumblegor elizabetholsen hughdanc johnhawk after sever year live with cult, martha final escap call her estrang sister, lucy, for help. martha find herself at quiet connecticut home luci share with her new husband, ted, memori what she experienc cult make peac hard find. flashback continu torment her, martha fail shake terribl sens dread, especi regard cult' manipul leader.",50837
4366,Obvious Child,"immature, newli unemploy comic must navig murki water adulthood after her fling with graduat student result unplan pregnancy. comedi romanc independentfilm womandirector jennysl jakelaci gabyhoffmann immature, newli unemploy comic must navig murki water adulthood after her fling with graduat student result unplan pregnancy.",248774
4367,Frozen River,"ray eddy, upstat new york trailer mom, lure into world illeg immigr smuggling. broke after her husband take off with down payment for their new doublewide, ray reluctantli team up with lila, smuggler, two begin make run across frozen st. lawrenc river carri illeg chines pakistani immigr trunk ray' dodg spirit. drama humantraffick womandirector melissaleo mistyupham charliemcdermott ray eddy, upstat new york trailer mom, lure into world illeg immigr smuggling. broke after her husband take off with down payment for their new doublewide, ray reluctantli team up with lila, smuggler, two begin make run across frozen st. lawrenc river carri illeg chines pakistani immigr trunk ray' dodg spirit.",10183
4368,20 Feet from Stardom,"backup singer live world that lie just beyond spotlight. their voic bring harmoni biggest band popular music, we'v no idea who these singer are what live they lead, until now. documentari music bettemidl mickjagg sting backup singer live world that lie just beyond spotlight. their voic bring harmoni biggest band popular music, we'v no idea who these singer are what live they lead, until now.",159014
4369,Two Girls and a Guy,"two women confront their boyfriend, two-tim actor who profess etern love each. drama romanc love reveng loft analingu actor robertdowneyjr. natashagregsonwagn heathergraham two women confront their boyfriend, two-tim actor who profess etern love each.",32456
4370,Walking and Talking,"thing have been tough late for amelia. her best friend move out apartment, her cat got cancer, now her best friend, laura, get married. she cope with things, help andrew, frank, laura, brief romanc with bill ""the ugli guy"". comedi drama romanc independentfilm womandirector catherinekeen annehech lievschreib thing have been tough late for amelia. her best friend move out apartment, her cat got cancer, now her best friend, laura, get married. she cope with things, help andrew, frank, laura, brief romanc with bill ""the ugli guy"".",49963
4371,Who Killed the Electric Car?,"1996, electr car began appear road all over california. they were quiet fast, produc no exhaust, ran without gasoline... ten year later, these car were destroyed. documentari energysuppli automobileindustri independentfilm martinsheen melgibson tomhank 1996, electr car began appear road all over california. they were quiet fast, produc no exhaust, ran without gasoline... ten year later, these car were destroyed.",13508
4372,The Broken Hearts Club: A Romantic Comedy,"group friend search for fun, love ultim themselv west hollywood. thi movi entertaining, sometim cynic look into live six gay men tri come term with what be gay singl (or gay partnered) mean them. comedi drama romanc gay roommat malefriendship invitrofertilis romanticcomedi lesbianrelationship gayrelationship gayinterest benweb timothyolyph mattmcgrath group friend search for fun, love ultim themselv west hollywood. thi movi entertaining, sometim cynic look into live six gay men tri come term with what be gay singl (or gay partnered) mean them.",22597
4373,Bubba Ho-tep,"bubba ho-tep tell ""true"" stori what realli did becom elvi presley. we find elvi elderli resid east texa rest home, who switch ident with elvi imperson year befor hi ""death,"" then miss hi chanc switch back. he must team up with jfk fight ancient egyptian mummi for soul their fellow residents. comedi horror thriller mysteri fantasi johnf.kennedi elvispresley brucecampbel ossiedavi ellajoyc bubba ho-tep tell ""true"" stori what realli did becom elvi presley. we find elvi elderli resid east texa rest home, who switch ident with elvi imperson year befor hi ""death,"" then miss hi chanc switch back. he must team up with jfk fight ancient egyptian mummi for soul their fellow residents.",9707
4374,Slam,"slam tell stori ray joshua, original, gift young mc trap war-zon hous project known dodg city. unabl find job, ray cope with despair poverti hi neighborhood by use hi wit verbal talent. written by offlin publicist young ray joshua live washington, dc, district known dodg city, which domin by gang wars. one day he arrest when hi drug dealer gun down while talk him. he put prison where two rival gangs, thug life union, want recruit member. drama independentfilm saulwilliam sonjasohn bonzmalon slam tell stori ray joshua, original, gift young mc trap war-zon hous project known dodg city. unabl find job, ray cope with despair poverti hi neighborhood by use hi wit verbal talent. written by offlin publicist young ray joshua live washington, dc, district known dodg city, which domin by gang wars. one day he arrest when hi drug dealer gun down while talk him. he put prison where two rival gangs, thug life union, want recruit member.",37532
4375,Brigham City,"we clayton lawman bishop mormon commun call brigham. town shaken when woman california found murdered. clayton hi young deputi work with fbi agent sent investigate. civil spiritu leader frighten town, clayton must uncov town' deepest secrets, find murder keep brigham rip itself apart. crime drama mysteri thriller richarddutch matthewa.brown wilfordbrimley we clayton lawman bishop mormon commun call brigham. town shaken when woman california found murdered. clayton hi young deputi work with fbi agent sent investigate. civil spiritu leader frighten town, clayton must uncov town' deepest secrets, find murder keep brigham rip itself apart.",26791
4376,Fiza,1993 fiza' brother disappear dure riot mumbai. 1999 fiza tire wait goe look for him. drama foreign romanc suicid lossofbroth laugh jihad love racialtens hrithikroshan karismakapoor jayabachchan 1993 fiza' brother disappear dure riot mumbai. 1999 fiza tire wait goe look for him.,56666
4377,Orgazmo,"joe young devout mormon live l.a. tri rais enough money go back utah marri hi girlfriend, lisa. joe spread word about church latter day saint one day when he' confront by two burli bodyguards. scuffl break out, joe' martial art skill impress maxxx orbison, who direct pornograph movies. comedi pornographi sex secret fight star superhero independentfilm wed crime mormon womandirector sidekick henchmen treypark dianbachar mattston joe young devout mormon live l.a. tri rais enough money go back utah marri hi girlfriend, lisa. joe spread word about church latter day saint one day when he' confront by two burli bodyguards. scuffl break out, joe' martial art skill impress maxxx orbison, who direct pornograph movies.",8675
4378,All the Real Girls,"small north carolina town, paul, womanizer, meet noel, confus intellectu return home for first time year sinc she left for board school. film depict typic romanc good girl bad boy, interest way. drama romanc southernusa smalltown virgin independentfilm bestfriend paulschneid zooeydeschanel dannymcbrid small north carolina town, paul, womanizer, meet noel, confus intellectu return home for first time year sinc she left for board school. film depict typic romanc good girl bad boy, interest way.",13132
4379,Dream with the Fishes,"terri suicid voyeur who treat die addict final binge, terri will onli do thi if he promis kill him. comedi independentfilm davidarquett bradhunt kathrynerb terri suicid voyeur who treat die addict final binge, terri will onli do thi if he promis kill him.",47686
4380,Blue Car,"gift 18-year-old meg been abandon by her father neglect by her hardwork mother. left care for her emot disturb younger sister, her world begin unravel. she find outlet write poetri support her english teacher, mr. auster. what start out mentor relationship begin get bit more complex. drama independentfilm womandirector margaretcolin agnesbruckn davidstrathairn gift 18-year-old meg been abandon by her father neglect by her hardwork mother. left care for her emot disturb younger sister, her world begin unravel. she find outlet write poetri support her english teacher, mr. auster. what start out mentor relationship begin get bit more complex.",46989
4381,Palo Alto,"palo alto weav togeth three stori teenag lust, boredom, self-destruction: shy, sensit april, torn between illicit flirtat with her soccer coach unrequit crush sweet stoner teddy; emily, who offer sexual favor ani boy cross her path; increasingli danger exploit teddi hi best friend fred, whose behavior may may not sociopathic. drama highschool soccer teenag oldermanyoungerwomanrelationship teenagesexu womandirector emmarobert jackkilm natwolff palo alto weav togeth three stori teenag lust, boredom, self-destruction: shy, sensit april, torn between illicit flirtat with her soccer coach unrequit crush sweet stoner teddy; emily, who offer sexual favor ani boy cross her path; increasingli danger exploit teddi hi best friend fred, whose behavior may may not sociopathic.",192132
4382,Ajami,"ajami area tel aviv israel where arabs, palestinians, jew christian live togeth tens atmosphere. omar, isra arab, struggl save hi famili gang extortionists. he also court beauti christian girl: hadir. malek, illeg palestinian worker, tri collect enough money pay for hi mother' operation. dando, isra cop, doe hi utmost find hi miss brother who may have been kill by palestinians. crime drama fouadhabash nisrinerihan eliassaba ajami area tel aviv israel where arabs, palestinians, jew christian live togeth tens atmosphere. omar, isra arab, struggl save hi famili gang extortionists. he also court beauti christian girl: hadir. malek, illeg palestinian worker, tri collect enough money pay for hi mother' operation. dando, isra cop, doe hi utmost find hi miss brother who may have been kill by palestinians.",24424
4383,Wristcutters: A Love Story,"zia, distraught over break up with hi girlfriend, decid end all. unfortunately, he discov that there no real ending, onli run-down afterlif that strikingli similar hi old one, just bit worse. discov that hi ex-girlfriend also ""offed"" herself, he set out road trip, with hi russian rocker friend, find her. their journey take them through absurd purgatori where they discov that be dead doesn't mean you have stop livin'! comedi drama fantasi romanc independentfilm break-up ex-boyfriendex-girlfriendrelationship rollingacigarett autocid recordplay hypodermicneedl missingpet headinoven grocerystor armincast guninmouth toast listeningtomus patrickfugit shannynsossamon sheawhigham zia, distraught over break up with hi girlfriend, decid end all. unfortunately, he discov that there no real ending, onli run-down afterlif that strikingli similar hi old one, just bit worse. discov that hi ex-girlfriend also ""offed"" herself, he set out road trip, with hi russian rocker friend, find her. their journey take them through absurd purgatori where they discov that be dead doesn't mean you have stop livin'!",13198
4384,I Origins,"i origin follow molecular biologist studi evolut human eye. he find hi work permeat hi life after brief encount with exot young woman who slip away him. hi research continu year later with hi lab partner, they make stun scientif discoveri that far reach implic complic both hi scientif spiritu beliefs. travel half way around world, he risk everyth he ever known valid hi theory. sciencefict drama independentfilm eye molecularbiologist michaelpitt britmarl astridbergès-frisbey i origin follow molecular biologist studi evolut human eye. he find hi work permeat hi life after brief encount with exot young woman who slip away him. hi research continu year later with hi lab partner, they make stun scientif discoveri that far reach implic complic both hi scientif spiritu beliefs. travel half way around world, he risk everyth he ever known valid hi theory.",244267
4385,The Battle of Shaker Heights,"quirki teen with penchant for war reenactments, kelli ernswil obsess over militari tactic with hi buddi bart. school bulli one kelly' regular headaches, he also deal with frustrat situat at home, where hi father recov drug addict. kelly' life get even more complic when he fall for tabby, bart' pretti soon-to-be-w older sister. comedi drama romanc fantasi enemi sister highschool battlefield bulli teenag strategi addict shialabeouf eldenhenson amysmart quirki teen with penchant for war reenactments, kelli ernswil obsess over militari tactic with hi buddi bart. school bulli one kelly' regular headaches, he also deal with frustrat situat at home, where hi father recov drug addict. kelly' life get even more complic when he fall for tabby, bart' pretti soon-to-be-w older sister.",21413
4386,The Act of Killing,"place where killer are celebr heroes, these filmmak challeng unrepent death-squad leader dramat their role genocide. result surreal, cinemat journey, not onli into memori imagin mass murderers, also into frighteningli banal regim corrupt impunity. documentari corrupt war indonesia anwarcongo hermankoto syamsularifin place where killer are celebr heroes, these filmmak challeng unrepent death-squad leader dramat their role genocide. result surreal, cinemat journey, not onli into memori imagin mass murderers, also into frighteningli banal regim corrupt impunity.",123678
4387,Taxi to the Dark Side,"in-depth look at tortur practic unit state afghanistan, iraq guantanamo bay, focus innoc taxi driver afghanistan who wa tortur kill 2002 documentari taxi afghanistan guantanamobay torturechamb briankeithallen moazzambegg christopherbeir in-depth look at tortur practic unit state afghanistan, iraq guantanamo bay, focus innoc taxi driver afghanistan who wa tortur kill 2002",13362
4388,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"1970 north american soccer leagu mark first attempt introduc soccer american sport fans. while most team onli limit success at best, one manag break through genuin mainstream popular - new york cosmos. brainchild steve ross (major execut at warner communications) ertegun brother (founder atlant records), cosmo got off rocki start 1971, thing chang 1975 when world' most celebr soccer star, brazilian champion pele, sign with cosmo for five-million-dollar payday. with arriv pele, cosmo becam hit player becam toast town, earn their own privat tabl at studio 54. number other intern soccer star were soon lure cosmos, includ franz beckenbauer, rodney marsh, carlo alberto, with turn decade, team began lose favor with fan fold 1985. documentari newyork beckenbau pele pelé franzbeckenbau carlosalberto 1970 north american soccer leagu mark first attempt introduc soccer american sport fans. while most team onli limit success at best, one manag break through genuin mainstream popular - new york cosmos. brainchild steve ross (major execut at warner communications) ertegun brother (founder atlant records), cosmo got off rocki start 1971, thing chang 1975 when world' most celebr soccer star, brazilian champion pele, sign with cosmo for five-million-dollar payday. with arriv pele, cosmo becam hit player becam toast town, earn their own privat tabl at studio 54. number other intern soccer star were soon lure cosmos, includ franz beckenbauer, rodney marsh, carlo alberto, with turn decade, team began lose favor with fan fold 1985.",39183
4389,Guiana 1838,"abolit slaveri british caribbean 1834 prompt gillanders, arbuthnot &amp; compani calcutta, part east india company, recruit cooli india fill result labor void. compani hire sinha, fierc small-tim sell dream el dorado unsuspecting, impoverish cooli who are sign five-year contract indentur servants. upon coolies' arriv british guiana 1838, british planter promptli enslav them ensur that growth sugar british west indi will continu uninterrupted. john scobl british foreign anti slaveri societi arriv coloni year later discov new form slavery; thi time back indians. drama guyana 19thcenturi aasheekaabathija thomasgarvey kumargaurav abolit slaveri british caribbean 1834 prompt gillanders, arbuthnot &amp; compani calcutta, part east india company, recruit cooli india fill result labor void. compani hire sinha, fierc small-tim sell dream el dorado unsuspecting, impoverish cooli who are sign five-year contract indentur servants. upon coolies' arriv british guiana 1838, british planter promptli enslav them ensur that growth sugar british west indi will continu uninterrupted. john scobl british foreign anti slaveri societi arriv coloni year later discov new form slavery; thi time back indians.",62402
4390,Lisa Picard Is Famous,"documentarian decid follow career new york actress lisa picard, believ she brink fame. instead, he bear wit lisa' continued, humorous, struggl actress, well conflict that aris when lisa' best friend tate hit big with off-broadway one-man show. laurakirk natdewolf griffindunn documentarian decid follow career new york actress lisa picard, believ she brink fame. instead, he bear wit lisa' continued, humorous, struggl actress, well conflict that aris when lisa' best friend tate hit big with off-broadway one-man show.",206412
4391,Antarctica: A Year on Ice,"fill giant screen with stun time-laps vista antarctica, detail year-round life at mcmurdo scott base, anthoni powell’ documentari potent hymn ici contin heaven above. drama adventur documentari biographi antarctica genevievebachman williambrotman michaelchristiansen fill giant screen with stun time-laps vista antarctica, detail year-round life at mcmurdo scott base, anthoni powell’ documentari potent hymn ici contin heaven above.",201132
4392,A LEGO Brickumentary,look at global cultur appeal lego building-block toys. documentari popcultur fancultur documentari toy jasonbateman matthiaskli look at global cultur appeal lego building-block toys.,251471
4393,Hardflip,"hardflip follow stori caleb (randi wayne) young skater whose ill mother (rosanna arquette) absent father (john schneider) leav reach for onli hope he has...becom sponsor skater. after hi mother fall ill, caleb find stack old love letters. he set out find father he never knew inadvert begin journey he never could have expected. thi stori explor what happen when we let go our anger pain forgiv those who have hurt us most. drama action skateboard forgiv sport familyrelationship aftercreditssting randywayn johnschneid rosannaarquett hardflip follow stori caleb (randi wayne) young skater whose ill mother (rosanna arquette) absent father (john schneider) leav reach for onli hope he has...becom sponsor skater. after hi mother fall ill, caleb find stack old love letters. he set out find father he never knew inadvert begin journey he never could have expected. thi stori explor what happen when we let go our anger pain forgiv those who have hurt us most.",112456
4394,Chocolate: Deep Dark Secrets,"christma eve, london. while snow-clad citi get readi celebr festiv peac joy, seri bizarr incid shatter christma calm. coupl luckless indian find themselv haul by london polic made scapegoats. are they?chocol unfold web sinist plots, slowli unearth true mystifi person seven individuals. seven high-strung, distinct peopl who'v chosen remain foreign land hope make break their lives. thriller anilkapoor sunilshetti arshadwarsi christma eve, london. while snow-clad citi get readi celebr festiv peac joy, seri bizarr incid shatter christma calm. coupl luckless indian find themselv haul by london polic made scapegoats. are they?chocol unfold web sinist plots, slowli unearth true mystifi person seven individuals. seven high-strung, distinct peopl who'v chosen remain foreign land hope make break their lives.",20296
